outputN.42_dunk_386_521 16 465 1 1:126 2:219 3-105 4:-109 5:3
outputN.82_dunk_2740_2875 1 2781 -1 1:772 2:564 3:-4 4:-309 5:0
outputN.82_dunk_2740_2875 26 2820 -1 1:0 2:0 3:0 4:0 5:0
outputN.44_dunk_1660_1795 15 1713 1 1:48 2:317 3-63 4:-74 5:1
outputN.44_dunk_1660_1795 15 1707 -1 1:229 2:212 3:-33 4:-74 5:0
outputN.44_dunk_1660_1795 15 1716 -1 1:1 2:355 3:116 4:-66 5:2
outputN.44_dunk_1660_1795 5 1686 -1 1:1135 2:455 3:7 4:-8 5:1
outputN.44_dunk_1660_1795 9 1692 -1 1:1352 2:314 3:268 4:-263 5:0
outputN.44_dunk_1660_1795 70 1755 -1 1:445 2:347 3:0 4:0 5:0
outputN.169_dunk_888_1023 28 918 1 1:610 2:415 3-60 4:-91 5:1
outputN.169_dunk_888_1023 28 912 -1 1:570 2:378 3:-91 4:-111 5:0
outputN.169_dunk_888_1023 18 906 -1 1:798 2:238 3:-39 4:-46 5:2
outputN.169_dunk_888_1023 28 924 -1 1:713 2:462 3:49 4:-60 5:3
outputN.169_dunk_888_1023 5 903 -1 1:348 2:251 3:36 4:22 5:1
outputN.169_dunk_888_1023 28 909 -1 1:553 2:379 3:-20 4:-111 5:0
outputN.169_dunk_888_1023 45 912 -1 1:1083 2:41 3:0 4:0 5:0
outputN.71_dunk_1921_2056 67 1998 1 1:359 2:321 3-49 4:-93 5:1
outputN.71_dunk_1921_2056 9 1956 -1 1:794 2:315 3:-65 4:-153 5:0
outputN.71_dunk_1921_2056 67 2001 -1 1:944 2:57 3:58 4:-93 5:1
outputN.71_dunk_1921_2056 6 1959 -1 1:308 2:298 3:31 4:24 5:2
outputN.71_dunk_1921_2056 69 1977 -1 1:1920 2:0 3:0 4:-146 5:0
outputN.71_dunk_1921_2056 94 1980 -1 1:1920 2:0 3:0 4:0 5:0
outputN.38_dunk_1334_1469 57 1425 1 1:428 2:176 3-168 4:-169 5:1
outputN.38_dunk_1334_1469 57 1422 -1 1:426 2:172 3:-161 4:-169 5:0
outputN.38_dunk_1334_1469 122 1461 -1 1:58 2:60 3:-23 4:-76 5:1
outputN.38_dunk_1334_1469 95 1443 -1 1:0 2:0 3:0 4:0 5:2
outputN.38_dunk_1334_1469 22 1410 -1 1:406 2:347 3:-8 4:-163 5:0
outputN.38_dunk_1334_1469 63 1440 -1 1:0 2:0 3:0 4:0 5:0
outputN.28_dunk_1842_1977 12 1857 1 1:344 2:413 3-40 4:-83 5:1
outputN.28_dunk_1842_1977 62 1911 -1 1:962 2:24 3:-74 4:-84 5:0
outputN.28_dunk_1842_1977 6 1926 -1 1:467 2:357 3:-34 4:-43 5:5
outputN.28_dunk_1842_1977 12 1863 -1 1:364 2:352 3:0 4:-116 5:1
outputN.28_dunk_1842_1977 1 1860 -1 1:0 2:0 3:0 4:0 5:1
outputN.28_dunk_1842_1977 56 1920 -1 1:1400 2:121 3:84 4:-89 5:0
outputN.28_dunk_1842_1977 22 1956 -1 1:728 2:12 3:-38 4:-41 5:0
outputN.28_dunk_1842_1977 9 1899 -1 1:0 2:0 3:0 4:0 5:0
outputN.26_dunk_2464_2599 11 2559 1 1:228 2:217 3-63 4:-94 5:1
outputN.26_dunk_2464_2599 11 2562 -1 1:292 2:272 3:-65 4:-106 5:0
outputN.26_dunk_2464_2599 11 2553 -1 1:212 2:229 3:0 4:-63 5:1
outputN.26_dunk_2464_2599 28 2583 -1 1:445 2:458 3:78 4:55 5:2
outputN.26_dunk_2464_2599 3 2556 -1 1:594 2:282 3:-3 4:-81 5:0
outputN.26_dunk_2464_2599 9 2595 -1 1:556 2:133 3:-28 4:-37 5:0
outputN.26_dunk_2464_2599 41 2568 -1 1:1920 2:0 3:0 4:0 5:0
outputN.155_dunk_1579_1714 1 1623 1 1:419 2:194 3-90 4:-131 5:2
outputN.155_dunk_1579_1714 25 1614 -1 1:287 2:246 3:-66 4:-89 5:0
outputN.155_dunk_1579_1714 4 1704 -1 1:491 2:577 3:0 4:-117 5:1
outputN.155_dunk_1579_1714 41 1638 -1 1:1920 2:0 3:1 4:0 5:1
outputN.155_dunk_1579_1714 1 1683 -1 1:533 2:281 3:180 4:-165 5:0
outputN.155_dunk_1579_1714 3 1608 -1 1:1920 2:0 3:-38 4:-40 5:0
outputN.155_dunk_1579_1714 76 1665 -1 1:1920 2:0 3:0 4:0 5:0
outputN.120_dunk_1529_1664 9 1593 1 1:408 2:323 3-44 4:-54 5:1
outputN.120_dunk_1529_1664 9 1623 -1 1:181 2:200 3:-198 4:-204 5:0
outputN.120_dunk_1529_1664 9 1590 -1 1:408 2:330 3:-31 4:-48 5:1
outputN.120_dunk_1529_1664 3 1641 -1 1:1251 2:198 3:28 4:6 5:1
outputN.120_dunk_1529_1664 7 1539 -1 1:475 2:117 3:0 4:-66 5:0
outputN.120_dunk_1529_1664 53 1602 -1 1:739 2:215 3:-26 4:-33 5:0
outputN.120_dunk_1529_1664 66 1608 -1 1:1135 2:236 3:0 4:0 5:0
outputN.148_dunk_2435_2570 21 2508 1 1:119 2:237 3-46 4:-69 5:1
outputN.148_dunk_2435_2570 52 2514 -1 1:1123 2:60 3:-75 4:-79 5:0
outputN.148_dunk_2435_2570 12 2481 -1 1:1920 2:0 3:-28 4:-40 5:3
outputN.148_dunk_2435_2570 21 2547 -1 1:1920 2:0 3:306 4:-307 5:1
outputN.148_dunk_2435_2570 5 2541 -1 1:132 2:314 3:0 4:0 5:1
outputN.148_dunk_2435_2570 1 2472 -1 1:602 2:673 3:10 4:-69 5:0
outputN.148_dunk_2435_2570 50 2517 -1 1:436 2:307 3:-39 4:-45 5:0
outputN.148_dunk_2435_2570 8 2490 -1 1:1920 2:0 3:0 4:0 5:0
outputN.147_dunk_1381_1516 5 1509 1 1:1271 2:359 3-163 4:-167 5:2
outputN.147_dunk_1381_1516 11 1401 -1 1:977 2:234 3:-145 4:-202 5:0
outputN.147_dunk_1381_1516 19 1506 -1 1:1172 2:510 3:142 4:-151 5:3
outputN.147_dunk_1381_1516 4 1512 -1 1:0 2:0 3:0 4:0 5:1
outputN.147_dunk_1381_1516 104 1485 -1 1:0 2:0 3:0 4:-155 5:0
outputN.147_dunk_1381_1516 108 1506 -1 1:799 2:589 3:-28 4:-41 5:0
outputN.147_dunk_1381_1516 90 1446 -1 1:0 2:0 3:0 4:0 5:0
outputN.132_dunk_1414_1549 52 1530 1 1:850 2:715 3-54 4:-76 5:4
outputN.132_dunk_1414_1549 97 1536 -1 1:1920 2:0 3:-32 4:-51 5:0
outputN.132_dunk_1414_1549 52 1527 -1 1:931 2:701 3:-1 4:-66 5:3
outputN.132_dunk_1414_1549 16 1515 -1 1:997 2:147 3:0 4:0 5:1
outputN.132_dunk_1414_1549 12 1500 -1 1:1920 2:0 3:7 4:-76 5:0
outputN.132_dunk_1414_1549 51 1488 -1 1:736 2:125 3:-28 4:-30 5:0
outputN.132_dunk_1414_1549 134 1509 -1 1:1920 2:0 3:0 4:0 5:0
outputN.159_dunk_1725_1860 15 1848 1 1:1499 2:226 3-69 4:-128 5:1
outputN.159_dunk_1725_1860 6 1857 -1 1:1464 2:150 3:-74 4:-81 5:0
outputN.159_dunk_1725_1860 5 1857 -1 1:481 2:438 3:-18 4:-54 5:1
outputN.159_dunk_1725_1860 5 1818 -1 1:0 2:0 3:57 4:-43 5:1
outputN.159_dunk_1725_1860 77 1851 -1 1:731 2:358 3:-15 4:-57 5:0
outputN.159_dunk_1725_1860 75 1851 -1 1:302 2:472 3:-30 4:-38 5:0
outputN.159_dunk_1725_1860 75 1830 -1 1:280 2:484 3:39 4:0 5:0
outputN.6_three-pointer_1695_1830 4 1773 2 1:1006 2:152 3-43 4:-52 5:1
outputN.6_three-pointer_1695_1830 8 1788 -1 1:292 2:446 3:-170 4:-373 5:0
outputN.6_three-pointer_1695_1830 14 1728 -1 1:1378 2:360 3:-26 4:-42 5:1
outputN.6_three-pointer_1695_1830 4 1776 -1 1:1011 2:174 3:26 4:-52 5:2
outputN.6_three-pointer_1695_1830 4 1707 -1 1:1443 2:174 3:5 4:-1 5:1
outputN.6_three-pointer_1695_1830 41 1743 -1 1:0 2:0 3:85 4:-221 5:0
outputN.6_three-pointer_1695_1830 28 1752 -1 1:1459 2:171 3:-29 4:-35 5:0
outputN.6_three-pointer_1695_1830 58 1728 -1 1:0 2:0 3:0 4:0 5:0
outputN.165_three-pointer_1917_2052 6 1977 2 1:89 2:366 3-27 4:-61 5:5
outputN.165_three-pointer_1917_2052 8 1932 -1 1:1110 2:334 3:-42 4:-74 5:0
outputN.165_three-pointer_1917_2052 6 1974 -1 1:132 2:356 3:61 4:-56 5:4
outputN.165_three-pointer_1917_2052 6 1926 -1 1:269 2:296 3:7 4:0 5:1
outputN.165_three-pointer_1917_2052 8 1938 -1 1:0 2:0 3:37 4:-74 5:0
outputN.165_three-pointer_1917_2052 83 1956 -1 1:0 2:0 3:0 4:0 5:0
outputN.14_three-pointer_2655_2790 6 2706 2 1:1016 2:77 3-37 4:-81 5:2
outputN.14_three-pointer_2655_2790 13 2682 -1 1:806 2:265 3:-115 4:-119 5:0
outputN.14_three-pointer_2655_2790 6 2703 -1 1:1016 2:76 3:19 4:-66 5:2
outputN.14_three-pointer_2655_2790 1 2715 -1 1:528 2:356 3:0 4:-20 5:1
outputN.14_three-pointer_2655_2790 58 2769 -1 1:1920 2:0 3:16 4:-53 5:0
outputN.14_three-pointer_2655_2790 47 2709 -1 1:1106 2:460 3:-27 4:-37 5:0
outputN.14_three-pointer_2655_2790 38 2709 -1 1:1441 2:101 3:7 4:0 5:0
outputN.13_three-pointer_4105_4240 4 4224 2 1:382 2:425 3-31 4:-67 5:3
outputN.13_three-pointer_4105_4240 27 4221 -1 1:455 2:275 3:-51 4:-67 5:0
outputN.13_three-pointer_4105_4240 26 4215 -1 1:203 2:332 3:-32 4:-36 5:2
outputN.13_three-pointer_4105_4240 8 4179 -1 1:0 2:0 3:0 4:-51 5:1
outputN.13_three-pointer_4105_4240 3 4203 -1 1:1350 2:156 3:24 4:0 5:3
outputN.13_three-pointer_4105_4240 19 4206 -1 1:564 2:646 3:120 4:-106 5:0
outputN.13_three-pointer_4105_4240 4 4191 -1 1:407 2:555 3:-36 4:-47 5:0
outputN.13_three-pointer_4105_4240 35 4227 -1 1:557 2:265 3:-9 4:-15 5:0
outputN.158_three-pointer_1869_2004 59 2001 2 1:160 2:491 3-71 4:-131 5:1
outputN.158_three-pointer_1869_2004 47 1974 -1 1:357 2:314 3:-92 4:-119 5:0
outputN.158_three-pointer_1869_2004 47 1998 -1 1:320 2:352 3:43 4:-64 5:1
outputN.158_three-pointer_1869_2004 16 1995 -1 1:666 2:662 3:0 4:0 5:2
outputN.158_three-pointer_1869_2004 3 1947 -1 1:0 2:0 3:3 4:-367 5:0
outputN.158_three-pointer_1869_2004 96 1989 -1 1:0 2:0 3:0 4:0 5:0
outputN.49_dunk_194_329 51 288 1 1:247 2:180 3-84 4:-107 5:1
outputN.49_dunk_194_329 79 303 1 1:89 2:123 3-67 4:-81 5:2
outputN.49_dunk_194_329 134 303 -1 1:1393 2:117 3:-69 4:-74 5:0
outputN.49_dunk_194_329 86 285 -1 1:1920 2:0 3:0 4:-64 5:2
outputN.49_dunk_194_329 16 315 -1 1:1209 2:356 3:22 4:9 5:1
outputN.49_dunk_194_329 49 276 -1 1:1457 2:407 3:540 4:-541 5:0
outputN.49_dunk_194_329 51 273 -1 1:415 2:226 3:-39 4:-43 5:0
outputN.49_dunk_194_329 142 303 -1 1:1920 2:0 3:0 4:0 5:0
outputN.44_dunk_288_423 3 312 1 1:935 2:375 3-41 4:-58 5:1
outputN.44_dunk_288_423 10 345 1 1:383 2:309 3-36 4:-74 5:2
outputN.44_dunk_288_423 21 342 -1 1:1920 2:0 3:-48 4:-81 5:0
outputN.44_dunk_288_423 10 342 -1 1:414 2:319 3:-32 4:-49 5:1
outputN.44_dunk_288_423 10 354 -1 1:312 2:302 3:0 4:-84 5:3
outputN.44_dunk_288_423 54 381 -1 1:1920 2:0 3:0 4:0 5:1
outputN.44_dunk_288_423 5 321 -1 1:1920 2:0 3:1 4:-251 5:0
outputN.44_dunk_288_423 5 342 -1 1:1920 2:0 3:-30 4:-38 5:0
outputN.44_dunk_288_423 53 354 -1 1:1920 2:0 3:0 4:0 5:0
outputN.148_dunk_533_668 51 609 1 1:728 2:8 3-138 4:-157 5:2
outputN.148_dunk_533_668 51 612 1 1:726 2:37 3-153 4:-157 5:2
outputN.148_dunk_533_668 53 627 -1 1:0 2:0 3:-68 4:-70 5:0
outputN.148_dunk_533_668 51 621 -1 1:746 2:18 3:0 4:-124 5:1
outputN.148_dunk_533_668 81 621 -1 1:181 2:133 3:41 4:0 5:1
outputN.148_dunk_533_668 12 621 -1 1:337 2:52 3:122 4:-139 5:0
outputN.148_dunk_533_668 75 618 -1 1:413 2:45 3:-29 4:-40 5:0
outputN.148_dunk_533_668 46 624 -1 1:930 2:76 3:9 4:0 5:0
outputN.24_dunk_1954_2089 1 1989 1 1:835 2:161 3-73 4:-92 5:1
outputN.24_dunk_1954_2089 1 1992 1 1:865 2:161 3-79 4:-104 5:1
outputN.24_dunk_1954_2089 14 1998 -1 1:952 2:49 3:-67 4:-68 5:0
outputN.24_dunk_1954_2089 30 2007 -1 1:349 2:277 3:-42 4:-43 5:1
outputN.24_dunk_1954_2089 11 1977 -1 1:0 2:0 3:60 4:-75 5:1
outputN.24_dunk_1954_2089 1 1977 -1 1:640 2:265 3:14 4:12 5:1
outputN.24_dunk_1954_2089 4 2058 -1 1:0 2:0 3:24 4:-130 5:0
outputN.24_dunk_1954_2089 4 2004 -1 1:541 2:123 3:-29 4:-40 5:0
outputN.24_dunk_1954_2089 74 2022 -1 1:0 2:0 3:0 4:0 5:0
outputN.150_dunk_110_245 58 240 1 1:1010 2:476 3-46 4:-70 5:6
outputN.150_dunk_110_245 58 243 1 1:1051 2:161 3-45 4:-61 5:5
outputN.150_dunk_110_245 24 213 -1 1:1920 2:0 3:-106 4:-122 5:0
outputN.150_dunk_110_245 58 219 -1 1:1053 2:504 3:54 4:-54 5:2
outputN.150_dunk_110_245 36 159 -1 1:263 2:108 3:0 4:-4 5:1
outputN.150_dunk_110_245 17 168 -1 1:75 2:424 3:131 4:-105 5:0
outputN.150_dunk_110_245 41 132 -1 1:1920 2:0 3:0 4:0 5:0
outputN.114_dunk_1858_1993 5 1959 1 1:363 2:249 3-87 4:-170 5:3
outputN.114_dunk_1858_1993 9 1896 1 1:457 2:422 3-56 4:-78 5:1
outputN.114_dunk_1858_1993 19 1896 -1 1:871 2:72 3:-162 4:-215 5:0
outputN.114_dunk_1858_1993 5 1965 -1 1:0 2:0 3:0 4:-160 5:3
outputN.114_dunk_1858_1993 4 1881 -1 1:0 2:0 3:0 4:-43 5:1
outputN.114_dunk_1858_1993 3 1902 -1 1:94 2:214 3:-6 4:-54 5:0
outputN.114_dunk_1858_1993 15 1923 -1 1:1153 2:357 3:-34 4:-45 5:0
outputN.114_dunk_1858_1993 84 1932 -1 1:0 2:0 3:16 4:0 5:0
outputN.111_dunk_2129_2264 1 2172 1 1:257 2:278 3-51 4:-99 5:1
outputN.111_dunk_2129_2264 1 2175 1 1:284 2:295 3-31 4:-99 5:1
outputN.111_dunk_2129_2264 13 2214 -1 1:622 2:319 3:-151 4:-164 5:0
outputN.111_dunk_2129_2264 9 2148 -1 1:497 2:471 3:-39 4:-47 5:1
outputN.111_dunk_2129_2264 1 2178 -1 1:315 2:294 3:44 4:-51 5:1
outputN.111_dunk_2129_2264 1 2181 -1 1:284 2:285 3:44 4:-31 5:1
outputN.111_dunk_2129_2264 1 2196 -1 1:312 2:269 3:38 4:-60 5:0
outputN.111_dunk_2129_2264 9 2241 -1 1:1920 2:0 3:-27 4:-34 5:0
outputN.111_dunk_2129_2264 41 2217 -1 1:1920 2:0 3:0 4:0 5:0
outputN.192_dunk_1820_1955 13 1890 1 1:142 2:510 3-40 4:-78 5:1
outputN.192_dunk_1820_1955 13 1893 1 1:144 2:506 3-40 4:-78 5:1
outputN.192_dunk_1820_1955 27 1920 -1 1:937 2:187 3:-50 4:-64 5:0
outputN.192_dunk_1820_1955 13 1896 -1 1:143 2:505 3:-40 4:-45 5:1
outputN.192_dunk_1820_1955 1 1890 -1 1:0 2:0 3:0 4:-66 5:1
outputN.192_dunk_1820_1955 1 1845 -1 1:1100 2:65 3:13 4:-12 5:1
outputN.192_dunk_1820_1955 4 1887 -1 1:522 2:216 3:66 4:-64 5:0
outputN.192_dunk_1820_1955 27 1911 -1 1:839 2:202 3:-29 4:-39 5:0
outputN.192_dunk_1820_1955 94 1860 -1 1:0 2:0 3:0 4:0 5:0
outputN.178_dunk_2084_2219 19 2160 1 1:455 2:263 3-64 4:-255 5:1
outputN.178_dunk_2084_2219 19 2175 1 1:214 2:416 3-179 4:-216 5:1
outputN.178_dunk_2084_2219 23 2175 -1 1:280 2:447 3:-109 4:-114 5:0
outputN.178_dunk_2084_2219 19 2169 -1 1:349 2:86 3:150 4:-216 5:1
outputN.178_dunk_2084_2219 18 2202 -1 1:560 2:702 3:258 4:254 5:1
outputN.178_dunk_2084_2219 111 2217 -1 1:1178 2:296 3:295 4:-353 5:0
outputN.178_dunk_2084_2219 72 2142 -1 1:0 2:0 3:-42 4:-48 5:0
outputN.178_dunk_2084_2219 79 2142 -1 1:0 2:0 3:27 4:0 5:0
outputN.140_dunk_1986_2121 54 2040 1 1:238 2:111 3-165 4:-248 5:2
outputN.140_dunk_1986_2121 54 2043 1 1:321 2:420 3-166 4:-248 5:2
outputN.140_dunk_1986_2121 24 2013 -1 1:246 2:267 3:0 4:-52 5:4
outputN.140_dunk_1986_2121 3 2025 -1 1:75 2:331 3:40 4:24 5:1
outputN.140_dunk_1986_2121 13 1995 -1 1:1920 2:0 3:0 4:-78 5:0
outputN.140_dunk_1986_2121 13 2040 -1 1:377 2:95 3:-42 4:-45 5:0
outputN.140_dunk_1986_2121 169 2040 -1 1:1920 2:0 3:0 4:0 5:0
outputN.5_three-pointer_844_979 8 885 2 1:953 2:158 3-42 4:-94 5:2
outputN.5_three-pointer_844_979 8 888 2 1:956 2:150 3-73 4:-105 5:2
outputN.5_three-pointer_844_979 5 900 -1 1:352 2:408 3:-42 4:-69 5:0
outputN.5_three-pointer_844_979 8 897 -1 1:1920 2:0 3:0 4:-105 5:1
outputN.5_three-pointer_844_979 12 867 -1 1:1920 2:0 3:0 4:-11 5:2
outputN.5_three-pointer_844_979 2 954 -1 1:848 2:152 3:-7 4:-94 5:0
outputN.5_three-pointer_844_979 37 972 -1 1:1920 2:0 3:0 4:0 5:0
outputN.6_three-pointer_533_668 4 570 2 1:1398 2:189 3-62 4:-101 5:1
outputN.6_three-pointer_533_668 4 573 2 1:1399 2:231 3-81 4:-101 5:1
outputN.6_three-pointer_533_668 42 606 -1 1:307 2:283 3:-43 4:-59 5:0
outputN.6_three-pointer_533_668 45 618 -1 1:165 2:320 3:-35 4:-38 5:3
outputN.6_three-pointer_533_668 4 576 -1 1:1400 2:256 3:51 4:-89 5:1
outputN.6_three-pointer_533_668 6 555 -1 1:1101 2:268 3:134 4:126 5:1
outputN.6_three-pointer_533_668 72 618 -1 1:817 2:128 3:42 4:-61 5:0
outputN.6_three-pointer_533_668 42 570 -1 1:251 2:420 3:-33 4:-42 5:0
outputN.6_three-pointer_533_668 65 651 -1 1:1920 2:0 3:0 4:0 5:0
outputN.157_three-pointer_1255_1390 4 1344 2 1:929 2:457 3-30 4:-53 5:2
outputN.157_three-pointer_1255_1390 4 1347 2 1:894 2:458 3-33 4:-74 5:1
outputN.157_three-pointer_1255_1390 10 1350 -1 1:594 2:483 3:-47 4:-63 5:0
outputN.157_three-pointer_1255_1390 31 1314 -1 1:0 2:0 3:0 4:-145 5:3
outputN.157_three-pointer_1255_1390 14 1275 -1 1:0 2:0 3:0 4:0 5:1
outputN.157_three-pointer_1255_1390 5 1302 -1 1:1001 2:314 3:80 4:-80 5:0
outputN.157_three-pointer_1255_1390 6 1284 -1 1:612 2:251 3:-30 4:-38 5:0
outputN.157_three-pointer_1255_1390 78 1374 -1 1:795 2:794 3:16 4:14 5:0
outputN.13_three-pointer_3829_3964 19 3921 2 1:1140 2:172 3-159 4:-163 5:1
outputN.13_three-pointer_3829_3964 19 3924 2 1:1163 2:184 3-159 4:-161 5:1
outputN.13_three-pointer_3829_3964 6 3930 -1 1:1920 2:0 3:-62 4:-81 5:0
outputN.13_three-pointer_3829_3964 19 3915 -1 1:1102 2:171 3:193 4:-163 5:1
outputN.13_three-pointer_3829_3964 17 3864 -1 1:1920 2:0 3:539 4:502 5:2
outputN.13_three-pointer_3829_3964 2 3936 -1 1:1920 2:0 3:1 4:-90 5:0
outputN.13_three-pointer_3829_3964 3 3924 -1 1:354 2:336 3:-28 4:-31 5:0
outputN.13_three-pointer_3829_3964 72 3870 -1 1:1920 2:0 3:0 4:0 5:0
outputN.104_three-pointer_3125_3260 3 3180 2 1:1244 2:196 3-26 4:-75 5:1
outputN.104_three-pointer_3125_3260 3 3183 2 1:1242 2:202 3-59 4:-93 5:1
outputN.104_three-pointer_3125_3260 37 3198 -1 1:1141 2:538 3:-55 4:-66 5:0
outputN.104_three-pointer_3125_3260 3 3216 -1 1:1556 2:233 3:88 4:-85 5:1
outputN.104_three-pointer_3125_3260 1 3165 -1 1:1433 2:233 3:1 4:-4 5:1
outputN.104_three-pointer_3125_3260 2 3246 -1 1:1920 2:0 3:0 4:-67 5:0
outputN.104_three-pointer_3125_3260 17 3237 -1 1:305 2:444 3:-28 4:-38 5:0
outputN.104_three-pointer_3125_3260 80 3162 -1 1:1920 2:0 3:0 4:0 5:0
outputN.104_three-pointer_2794_2929 10 2817 2 1:1440 2:410 3-184 4:-191 5:1
outputN.104_three-pointer_2794_2929 46 2844 2 1:153 2:338 3-48 4:-72 5:1
outputN.104_three-pointer_2794_2929 10 2811 -1 1:1403 2:386 3:-179 4:-189 5:0
outputN.104_three-pointer_2794_2929 42 2856 -1 1:526 2:654 3:0 4:-117 5:1
outputN.104_three-pointer_2794_2929 2 2913 -1 1:254 2:380 3:-15 4:-31 5:1
outputN.104_three-pointer_2794_2929 2 2835 -1 1:766 2:515 3:142 4:-72 5:0
outputN.104_three-pointer_2794_2929 4 2868 -1 1:827 2:641 3:-42 4:-49 5:0
outputN.104_three-pointer_2794_2929 70 2871 -1 1:1920 2:0 3:0 4:0 5:0
